OrderID,OrderDate,CustomerID,ProductID,SalespersonID,RegionID,Quantity,UnitPrice,Discount,Cost,Sales,Profit
6036,2023-04-04,1091,2011,3023,4002,16,146.3,0.2,190.71,1872.64,-1178.72
5042,2023-04-05,1090,2036,3020,4002,9,252.62,0.15,293.76,1932.54,-711.3
5416,2023-04-05,1017,2024,3015,4002,10,82.18,0.05,36.95,780.71,411.21
5861,2023-04-06,1033,2045,3015,4002,16,356.54,0.1,149.51,5134.18,2742.02
6877,2023-04-06,1054,2045,3002,4001,5,221.73,0.1,229.13,997.78,-147.87
5292,2023-04-06,1099,2020,3018,4003,17,242.46,0.05,236.31,3915.73,-101.54
5016,2023-04-06,1054,2016,3005,4004,2,315.17,0.0,251.8,630.34,126.74
5584,2023-04-06,1070,2015,3002,4005,1,59.01,0.0,203.0,59.01,-143.99
6558,2023-04-06,1011,2004,3013,4002,18,152.09,0.05,289.85,2600.74,-2616.56
7294,2023-04-06,1014,2047,3020,4005,12,499.7,0.05,172.54,5696.58,3626.1
6117,2023-04-06,1083,2031,3002,4003,6,480.03,0.1,68.95,2592.16,2178.46
6843,2023-04-07,1014,2047,3015,4001,12,232.85,0.15,94.82,2375.07,1237.23
5256,2023-04-07,1090,2043,3022,4001,1,58.86,0.1,113.01,52.97,-60.04
6545,2023-04-08,1018,2035,3007,4002,16,241.9,0.15,71.13,3289.84,2151.76
6560,2023-04-09,1051,2042,3023,4005,6,333.85,0.0,257.45,2003.1,458.4
7362,2023-04-10,1072,2010,3003,4005,7,272.96,0.2,297.4,1528.58,-553.22
7428,2023-04-10,1021,2011,3011,4001,4,448.11,0.1,268.47,1613.2,539.32
6395,2023-04-10,1070,2010,3014,4004,10,137.17,0.05,207.76,1303.11,-774.49
5044,2023-04-10,1062,2042,3006,4005,10,188.44,0.2,157.23,1507.52,-64.78
5257,2023-04-10,1019,2041,3015,4001,10,381.04,0.15,22.58,3238.84,3013.04
6318,2023-04-10,1070,2029,3022,4003,6,244.52,0.15,136.16,1247.05,430.09
5287,2023-04-11,1021,2035,3008,4005,16,206.82,0.2,160.2,2647.3,84.1
5268,2023-04-11,1039,2010,3013,4005,4,143.14,0.15,48.79,486.68,291.52
6224,2023-04-11,1025,2024,3004,4003,10,426.98,0.2,299.52,3415.84,420.64
6410,2023-04-12,1068,2017,3023,4001,19,280.08,0.05,295.76,5055.44,-564.0
6978,2023-04-12,1042,2043,3006,4003,15,312.72,0.15,158.89,3987.18,1603.83
6530,2023-04-12,1009,2011,3015,4002,12,144.47,0.2,164.76,1386.91,-590.21
5966,2023-04-12,1019,2017,3014,4005,3,112.96,0.05,233.16,321.94,-377.54
6423,2023-04-12,1022,2035,3019,4004,5,143.75,0.1,215.7,646.88,-431.62
6227,2023-04-13,1053,2036,3004,4005,4,338.8,0.15,146.59,1151.92,565.56
5371,2023-04-13,1021,2046,3008,4001,16,373.07,0.1,137.64,5372.21,3169.97
6187,2023-04-13,1066,2017,3013,4001,10,340.88,0.2,29.14,2727.04,2435.64
5900,2023-04-13,1018,2018,3008,4004,15,150.17,0.0,116.99,2252.55,497.7
6189,2023-04-13,1099,2048,3014,4004,9,73.04,0.2,92.12,525.89,-303.19
6896,2023-04-14,1090,2032,3002,4003,12,443.75,0.0,216.74,5325.0,2724.12
5070,2023-04-14,1029,2039,3004,4005,18,201.27,0.2,90.79,2898.29,1264.07
5008,2023-04-15,1058,2039,3016,4002,1,231.07,0.1,79.35,207.96,128.61
5780,2023-04-15,1074,2044,3020,4002,11,301.2,0.1,272.62,2981.88,-16.94
5041,2023-04-15,1055,2009,3002,4001,7,270.14,0.05,35.63,1796.43,1547.02
5454,2023-04-16,1084,2028,3006,4002,16,417.77,0.0,265.36,6684.32,2438.56
6949,2023-04-16,1052,2018,3010,4002,14,424.42,0.1,192.58,5347.69,2651.57
5920,2023-04-16,1034,2012,3025,4002,9,419.51,0.05,235.15,3586.81,1470.46
6814,2023-04-16,1008,2049,3010,4002,10,478.86,0.2,272.65,3830.88,1104.38
6748,2023-04-16,1094,2003,3008,4003,4,86.38,0.15,254.2,293.69,-723.11
7123,2023-04-16,1012,2042,3003,4002,15,426.62,0.1,32.73,5759.37,5268.42
7059,2023-04-17,1046,2042,3010,4005,13,377.03,0.05,47.71,4656.32,4036.09
5396,2023-04-17,1062,2020,3023,4001,1,397.62,0.05,37.73,377.74,340.01
6580,2023-04-17,1033,2001,3008,4003,13,88.27,0.0,154.07,1147.51,-855.4
6064,2023-04-18,1059,2003,3001,4003,7,253.1,0.15,236.96,1505.94,-152.78
5168,2023-04-19,1055,2035,3022,4005,5,443.14,0.05,211.19,2104.91,1048.96
5800,2023-04-19,1005,2047,3020,4001,4,439.57,0.05,283.73,1670.37,535.45
7353,2023-04-19,1058,2038,3020,4001,19,105.03,0.1,265.26,1796.01,-3243.93
6723,2023-04-19,1070,2005,3022,4004,15,309.68,0.2,148.11,3716.16,1494.51
5611,2023-04-20,1062,2001,3007,4003,8,318.21,0.2,51.95,2036.54,1620.94
5400,2023-04-20,1092,2035,3025,4005,3,398.27,0.1,123.94,1075.33,703.51
6285,2023-04-20,1013,2030,3007,4005,19,160.92,0.2,92.2,2445.98,694.18
7401,2023-04-21,1005,2019,3007,4001,10,208.15,0.2,86.13,1665.2,803.9
6370,2023-04-21,1032,2041,3023,4004,3,455.43,0.1,199.05,1229.66,632.51
6504,2023-04-21,1093,2020,3016,4002,6,102.28,0.05,33.36,583.0,382.84
5473,2023-04-21,1056,2036,3015,4005,10,278.33,0.15,47.65,2365.8,1889.3
5766,2023-04-21,1068,2043,3005,4005,19,489.24,0.2,253.86,7436.45,2613.11
6588,2023-04-21,1038,2029,3018,4003,13,108.81,0.0,38.95,1414.53,908.18
5272,2023-04-22,1092,2022,3008,4001,18,446.11,0.15,121.15,6825.48,4644.78
6487,2023-04-22,1015,2029,3023,4005,7,479.79,0.15,57.52,2854.75,2452.11
5506,2023-04-22,1026,2022,3006,4001,7,436.85,0.0,22.46,3057.95,2900.73
7474,2023-04-23,1007,2028,3024,4003,9,148.22,0.0,170.46,1333.98,-200.16
6464,2023-04-23,1078,2029,3011,4003,15,94.64,0.15,208.58,1206.66,-1922.04
5135,2023-04-23,1081,2016,3025,4005,16,353.3,0.0,40.24,5652.8,5008.96
7002,2023-04-24,1024,2014,3022,4001,10,152.75,0.05,39.95,1451.12,1051.62
7014,2023-04-24,1039,2028,3011,4005,19,248.58,0.05,121.68,4486.87,2174.95
6660,2023-04-24,1054,2038,3002,4004,1,486.29,0.0,110.21,486.29,376.08
5158,2023-04-25,1099,2021,3008,4001,7,137.3,0.15,286.29,816.94,-1187.09
5433,2023-04-25,1079,2047,3003,4003,16,247.0,0.0,231.85,3952.0,242.4
5002,2023-04-25,1051,2033,3011,4001,3,359.13,0.15,81.58,915.78,671.04
5185,2023-04-25,1061,2042,3020,4002,1,477.1,0.2,278.12,381.68,103.56
6480,2023-04-27,1019,2002,3022,4003,16,184.03,0.1,166.11,2650.03,-7.73
5932,2023-04-27,1067,2017,3007,4001,13,342.09,0.1,215.3,4002.45,1203.55
6119,2023-04-27,1095,2029,3019,4003,12,139.88,0.0,82.77,1678.56,685.32
7184,2023-04-27,1006,2046,3024,4005,4,233.1,0.05,56.57,885.78,659.5
6739,2023-04-27,1011,2004,3006,4003,7,202.77,0.2,67.48,1135.51,663.15
6657,2023-04-27,1035,2025,3015,4003,4,98.67,0.2,252.39,315.74,-693.82
6002,2023-04-28,1014,2008,3022,4005,3,125.24,0.05,90.31,356.93,86.0
6592,2023-04-28,1098,2004,3013,4004,15,206.92,0.1,23.48,2793.42,2441.22
6532,2023-04-28,1048,2041,3021,4004,12,268.88,0.05,232.2,3065.23,278.83
5753,2023-04-28,1013,2045,3016,4004,9,350.11,0.2,129.34,2520.79,1356.73
6712,2023-04-28,1002,2034,3010,4002,11,272.83,0.0,222.92,3001.13,549.01
5152,2023-04-28,1010,2026,3013,4005,17,123.19,0.2,267.02,1675.38,-2863.96
6345,2023-04-28,1040,2044,3007,4004,13,245.93,0.05,28.13,3037.24,2671.55
5763,2023-04-28,1005,2038,3007,4003,13,387.33,0.1,40.55,4531.76,4004.61
6080,2023-04-29,1062,2025,3013,4004,5,98.66,0.2,246.6,394.64,-838.36
6394,2023-04-29,1035,2014,3016,4004,7,263.26,0.15,251.61,1566.4,-194.87
5514,2023-04-29,1081,2028,3014,4001,12,373.31,0.05,293.25,4255.73,736.73
5399,2023-04-29,1034,2005,3022,4002,11,344.16,0.15,205.5,3217.9,957.4
5500,2023-04-29,1049,2040,3015,4004,1,127.67,0.0,296.19,127.67,-168.52
6388,2023-04-30,1017,2046,3017,4001,5,164.31,0.15,61.18,698.32,392.42
6121,2023-05-01,1081,2018,3014,4004,10,236.33,0.05,84.5,2245.14,1400.14
7191,2023-05-01,1015,2008,3025,4001,13,393.63,0.2,241.12,4093.75,959.19
7426,2023-05-02,1062,2025,3002,4001,10,459.84,0.05,215.2,4368.48,2216.48
5947,2023-05-02,1078,2027,3007,4003,7,176.1,0.15,201.64,1047.8,-363.68
6682,2023-05-03,1051,2009,3005,4002,15,178.04,0.2,74.82,2136.48,1014.18
5888,2023-05-03,1083,2004,3017,4005,7,431.16,0.2,218.44,2414.5,885.42
5339,2023-05-03,1013,2015,3024,4004,13,200.36,0.1,235.74,2344.21,-720.41
5785,2023-05-04,1047,2011,3022,4004,6,252.67,0.0,267.88,1516.02,-91.26
5220,2023-05-04,1076,2020,3005,4003,6,399.73,0.2,98.07,1918.7,1330.28
5885,2023-05-04,1087,2044,3012,4003,17,149.57,0.0,238.09,2542.69,-1504.84
5621,2023-05-05,1005,2006,3004,4004,15,264.07,0.2,60.09,3168.84,2267.49
7229,2023-05-05,1045,2034,3009,4005,12,417.87,0.2,285.51,4011.55,585.43
6105,2023-05-05,1059,2018,3019,4002,13,489.39,0.15,162.15,5407.76,3299.81
7006,2023-05-05,1091,2038,3015,4003,16,369.67,0.0,222.45,5914.72,2355.52
7202,2023-05-06,1010,2018,3021,4001,18,311.5,0.05,138.68,5326.65,2830.41
6570,2023-05-06,1086,2048,3009,4001,9,52.61,0.0,253.24,473.49,-1805.67
6433,2023-05-06,1099,2038,3002,4005,10,387.87,0.2,161.1,3102.96,1491.96
7357,2023-05-06,1075,2012,3016,4002,15,441.4,0.0,237.97,6621.0,3051.45
6360,2023-05-07,1038,2028,3008,4003,18,367.3,0.1,151.57,5950.26,3222.0
6952,2023-05-08,1028,2036,3017,4001,8,130.84,0.05,249.42,994.38,-1000.98
5052,2023-05-08,1096,2011,3005,4002,5,126.08,0.15,244.84,535.84,-688.36
7100,2023-05-08,1035,2034,3023,4001,12,73.01,0.15,263.04,744.7,-2411.78
5536,2023-05-08,1007,2030,3018,4001,15,64.84,0.05,285.94,923.97,-3365.13
6017,2023-05-08,1070,2013,3017,4002,4,484.26,0.2,263.28,1549.63,496.51
7271,2023-05-08,1062,2040,3017,4004,3,324.44,0.0,290.15,973.32,102.87
6445,2023-05-09,1058,2002,3025,4004,3,471.51,0.1,33.26,1273.08,1173.3
7289,2023-05-09,1099,2023,3001,4002,13,295.71,0.1,32.5,3459.81,3037.31
5197,2023-05-09,1099,2042,3017,4004,18,301.95,0.2,279.09,4348.08,-675.54
7253,2023-05-09,1083,2017,3003,4001,17,457.29,0.2,216.2,6219.14,2543.74
6514,2023-05-10,1064,2017,3008,4001,1,159.05,0.2,148.19,127.24,-20.95
6183,2023-05-10,1082,2019,3003,4004,2,440.75,0.1,220.34,793.35,352.67
5917,2023-05-10,1010,2011,3009,4001,7,450.8,0.2,215.79,2524.48,1013.95
6477,2023-05-10,1059,2024,3019,4004,16,161.31,0.05,76.62,2451.91,1225.99
7158,2023-05-10,1067,2029,3017,4004,12,217.31,0.05,82.54,2477.33,1486.85
5750,2023-05-10,1074,2035,3021,4001,15,207.26,0.05,298.14,2953.45,-1518.65
5910,2023-05-10,1004,2005,3016,4001,11,127.26,0.15,238.18,1189.88,-1430.1
5444,2023-05-11,1051,2015,3008,4003,15,140.28,0.1,152.36,1893.78,-391.62
5547,2023-05-11,1039,2016,3015,4001,14,271.34,0.0,271.52,3798.76,-2.52
6872,2023-05-11,1023,2022,3025,4005,16,173.23,0.0,204.91,2771.68,-506.88
5705,2023-05-11,1039,2004,3007,4002,1,197.67,0.0,217.94,197.67,-20.27
5198,2023-05-12,1012,2025,3020,4004,5,185.41,0.05,145.11,880.7,155.15
7262,2023-05-12,1079,2037,3022,4001,19,358.87,0.15,200.25,5795.75,1991.0
7427,2023-05-12,1010,2014,3008,4002,1,372.05,0.1,119.31,334.84,215.53
7267,2023-05-13,1099,2013,3016,4001,6,499.35,0.15,228.37,2546.69,1176.47
6863,2023-05-13,1075,2001,3015,4005,18,279.18,0.1,51.01,4522.72,3604.54
7241,2023-05-13,1060,2017,3021,4003,13,453.21,0.2,180.67,4713.38,2364.67
6687,2023-05-13,1066,2003,3007,4002,5,425.5,0.2,108.98,1702.0,1157.1
5423,2023-05-14,1075,2026,3006,4002,3,71.41,0.15,163.17,182.1,-307.41
6562,2023-05-14,1041,2015,3005,4003,4,209.1,0.2,145.76,669.12,86.08
7349,2023-05-14,1048,2002,3007,4001,13,323.12,0.1,94.97,3780.5,2545.89
6460,2023-05-14,1075,2020,3018,4004,12,112.63,0.05,69.24,1283.98,453.1
6327,2023-05-15,1040,2044,3023,4004,17,478.9,0.1,119.43,7327.17,5296.86
6100,2023-05-15,1094,2030,3011,4002,18,375.89,0.0,20.37,6766.02,6399.36
6904,2023-05-15,1009,2050,3025,4005,12,345.1,0.2,110.7,3312.96,1984.56
6467,2023-05-15,1075,2009,3007,4002,14,142.07,0.0,79.95,1988.98,869.68
5360,2023-05-15,1063,2028,3023,4004,18,203.12,0.15,244.17,3107.74,-1287.32
5248,2023-05-16,1070,2042,3012,4003,8,135.02,0.05,165.71,1026.15,-299.53
5377,2023-05-16,1095,2046,3003,4003,19,115.03,0.0,212.88,2185.57,-1859.15
6334,2023-05-16,1056,2032,3009,4002,5,265.57,0.05,228.28,1261.46,120.06
5623,2023-05-17,1026,2027,3006,4003,9,397.01,0.15,296.31,3037.13,370.34
7062,2023-05-17,1090,2012,3025,4002,8,142.01,0.0,129.75,1136.08,98.08
7403,2023-05-18,1094,2002,3010,4004,1,65.03,0.1,161.88,58.53,-103.35
5397,2023-05-18,1065,2034,3016,4003,19,126.93,0.2,296.07,1929.34,-3695.99
6398,2023-05-19,1071,2031,3017,4002,16,460.07,0.1,187.15,6625.01,3630.61
7203,2023-05-19,1025,2002,3021,4005,10,277.69,0.1,24.1,2499.21,2258.21
7075,2023-05-19,1068,2046,3014,4004,10,168.12,0.1,122.48,1513.08,288.28
5717,2023-05-19,1097,2033,3019,4002,3,322.22,0.15,203.47,821.66,211.25
6140,2023-05-20,1023,2009,3006,4002,15,245.57,0.0,181.13,3683.55,966.6
6982,2023-05-21,1068,2050,3014,4003,13,350.26,0.05,27.99,4325.71,3961.84
7443,2023-05-21,1015,2010,3021,4003,14,57.44,0.0,137.94,804.16,-1127.0
6316,2023-05-21,1090,2040,3002,4004,16,355.51,0.1,152.12,5119.34,2685.42
7176,2023-05-21,1038,2019,3011,4003,8,389.97,0.0,269.43,3119.76,964.32
6892,2023-05-21,1049,2045,3011,4001,12,421.82,0.2,118.78,4049.47,2624.11
6678,2023-05-21,1060,2017,3004,4004,12,320.09,0.2,211.65,3072.86,533.06
5130,2023-05-22,1095,2014,3012,4005,6,145.07,0.05,183.36,826.9,-273.26
5658,2023-05-22,1009,2049,3010,4005,7,412.71,0.15,29.98,2455.62,2245.76
6942,2023-05-22,1021,2033,3023,4003,13,206.04,0.0,126.03,2678.52,1040.13
6987,2023-05-23,1045,2018,3021,4005,7,143.04,0.0,184.94,1001.28,-293.3
5007,2023-05-23,1022,2030,3024,4005,10,78.94,0.15,72.69,670.99,-55.91
5119,2023-05-23,1012,2033,3007,4002,10,132.05,0.2,55.88,1056.4,497.6
7231,2023-05-23,1012,2048,3015,4004,19,273.13,0.05,113.71,4930.0,2769.51
7452,2023-05-24,1089,2012,3007,4003,13,499.44,0.0,283.89,6492.72,2802.15
6389,2023-05-24,1095,2005,3005,4001,16,436.88,0.0,234.32,6990.08,3240.96
5278,2023-05-24,1038,2048,3010,4001,18,411.94,0.2,230.11,5931.94,1789.96
6348,2023-05-25,1059,2026,3019,4005,1,312.52,0.2,284.65,250.02,-34.63
7361,2023-05-25,1086,2032,3015,4003,3,51.77,0.0,88.16,155.31,-109.17
6856,2023-05-25,1041,2048,3024,4005,19,90.04,0.15,204.85,1454.15,-2438.0
6622,2023-05-26,1003,2013,3002,4002,7,466.14,0.2,20.95,2610.38,2463.73
6008,2023-05-26,1022,2007,3020,4002,9,306.67,0.1,281.08,2484.03,-45.69
6257,2023-05-27,1063,2014,3011,4004,19,488.31,0.2,214.69,7422.31,3343.2
6617,2023-05-27,1004,2038,3016,4004,8,479.59,0.05,151.5,3644.88,2432.88
7153,2023-05-27,1002,2017,3012,4001,17,388.02,0.1,148.62,5936.71,3410.17
5117,2023-05-27,1051,2011,3015,4005,12,327.3,0.15,149.79,3338.46,1540.98
7344,2023-05-28,1009,2007,3020,4005,13,478.93,0.1,212.78,5603.48,2837.34
6193,2023-05-28,1013,2035,3006,4001,16,276.19,0.05,129.8,4198.09,2121.29
7434,2023-05-28,1053,2023,3016,4005,5,230.3,0.05,143.1,1093.92,378.42
7023,2023-05-28,1069,2035,3023,4002,14,170.18,0.1,152.04,2144.27,15.71
6459,2023-05-29,1029,2017,3013,4002,16,315.02,0.05,52.95,4788.3,3941.1
6135,2023-05-29,1032,2028,3011,4003,19,106.95,0.05,161.13,1930.45,-1131.02
6981,2023-05-30,1084,2036,3004,4001,5,90.8,0.1,134.54,408.6,-264.1
6240,2023-05-30,1039,2043,3014,4003,13,372.24,0.1,235.25,4355.21,1296.96
6749,2023-05-30,1001,2050,3019,4003,2,443.72,0.0,35.33,887.44,816.78
6959,2023-05-31,1002,2027,3005,4003,19,198.09,0.0,249.61,3763.71,-978.88
5590,2023-05-31,1094,2040,3011,4002,17,307.92,0.05,130.64,4972.91,2752.03
6512,2023-06-01,1003,2026,3022,4005,7,137.94,0.2,149.84,772.46,-276.42
5442,2023-06-01,1079,2011,3020,4005,11,288.84,0.1,39.48,2859.52,2425.24
6746,2023-06-01,1010,2007,3015,4004,16,397.2,0.05,196.37,6037.44,2895.52
5607,2023-06-01,1079,2024,3018,4005,19,163.33,0.0,103.12,3103.27,1143.99
7496,2023-06-01,1088,2026,3023,4005,16,272.98,0.1,220.67,3930.91,400.19
6455,2023-06-01,1013,2030,3018,4005,9,261.73,0.0,111.49,2355.57,1352.16
7449,2023-06-02,1025,2001,3020,4004,11,450.36,0.05,34.1,4706.26,4331.16
6006,2023-06-02,1025,2007,3005,4005,1,199.05,0.2,165.7,159.24,-6.46
5942,2023-06-02,1008,2011,3002,4002,10,283.68,0.1,169.98,2553.12,853.32
5436,2023-06-02,1063,2023,3023,4005,4,275.47,0.0,189.91,1101.88,342.24
6154,2023-06-02,1082,2037,3022,4005,1,335.2,0.2,189.97,268.16,78.19
6997,2023-06-03,1015,2004,3020,4004,10,322.91,0.1,121.27,2906.19,1693.49
6851,2023-06-03,1064,2027,3003,4004,2,319.72,0.05,265.93,607.47,75.61
5659,2023-06-04,1075,2041,3003,4003,18,361.84,0.2,281.98,5210.5,134.86
6811,2023-06-04,1008,2041,3023,4001,8,351.69,0.2,275.15,2250.82,49.62
6772,2023-06-04,1078,2041,3014,4001,3,381.5,0.2,134.08,915.6,513.36
6180,2023-06-05,1086,2021,3014,4001,1,137.37,0.05,64.94,130.5,65.56
5941,2023-06-05,1092,2038,3014,4004,12,402.77,0.1,112.46,4349.92,3000.4
6552,2023-06-06,1011,2007,3013,4001,13,387.74,0.15,230.65,4284.53,1286.08
6754,2023-06-06,1076,2008,3019,4002,11,433.83,0.1,43.09,4294.92,3820.93
5136,2023-06-06,1090,2005,3003,4005,7,293.68,0.15,265.25,1747.4,-109.35
5806,2023-06-06,1051,2028,3019,4005,1,378.07,0.0,121.03,378.07,257.04
7273,2023-06-06,1080,2045,3010,4002,19,191.51,0.1,282.58,3274.82,-2094.2
5175,2023-06-06,1062,2044,3008,4003,11,55.34,0.0,187.09,608.74,-1449.25
5748,2023-06-06,1010,2041,3024,4002,7,163.09,0.2,80.16,913.3,352.18
5663,2023-06-06,1035,2039,3014,4002,16,459.86,0.15,252.27,6254.1,2217.78
6123,2023-06-07,1080,2022,3006,4005,10,271.11,0.2,243.49,2168.88,-266.02
6907,2023-06-07,1026,2025,3020,4003,9,63.68,0.15,267.46,487.15,-1919.99
7300,2023-06-07,1062,2030,3017,4001,16,428.24,0.2,214.99,5481.47,2041.63
7168,2023-06-07,1022,2022,3023,4003,12,244.88,0.15,281.48,2497.78,-879.98
6893,2023-06-08,1096,2046,3017,4003,10,379.11,0.15,264.06,3222.44,581.84
6407,2023-06-08,1037,2043,3009,4005,9,113.03,0.1,260.24,915.54,-1426.62
5459,2023-06-08,1053,2020,3001,4003,12,187.45,0.0,46.38,2249.4,1692.84
5313,2023-06-08,1072,2008,3006,4005,9,288.25,0.15,180.82,2205.11,577.73
6584,2023-06-08,1077,2027,3003,4001,11,205.0,0.1,41.31,2029.5,1575.09
6196,2023-06-08,1032,2018,3021,4004,19,175.42,0.05,121.86,3166.33,850.99
5402,2023-06-09,1072,2029,3003,4004,12,272.08,0.15,119.75,2775.22,1338.22
6640,2023-06-09,1053,2049,3015,4003,15,434.89,0.05,33.79,6197.18,5690.33
5038,2023-06-09,1019,2041,3018,4004,12,366.77,0.05,150.1,4181.18,2379.98
5978,2023-06-10,1002,2031,3023,4001,9,219.18,0.05,200.32,1873.99,71.11
5973,2023-06-10,1001,2003,3004,4003,15,331.99,0.1,73.97,4481.87,3372.32
5161,2023-06-11,1096,2036,3006,4001,13,289.1,0.2,203.28,3006.64,364.0
6270,2023-06-11,1087,2036,3012,4003,3,245.95,0.05,182.4,700.96,153.76
5328,2023-06-11,1100,2010,3013,4002,13,430.12,0.15,25.4,4752.83,4422.63
5383,2023-06-11,1037,2013,3009,4002,18,210.03,0.2,239.24,3024.43,-1281.89
7336,2023-06-11,1029,2046,3012,4002,7,104.68,0.0,299.08,732.76,-1360.8
6641,2023-06-11,1055,2016,3004,4003,4,314.34,0.0,58.19,1257.36,1024.6
6632,2023-06-11,1025,2047,3010,4002,13,450.47,0.1,277.09,5270.5,1668.33
7220,2023-06-11,1013,2032,3017,4001,13,214.27,0.15,96.66,2367.68,1111.1
6828,2023-06-12,1017,2026,3015,4004,5,377.74,0.1,246.44,1699.83,467.63
6111,2023-06-12,1055,2034,3023,4002,13,265.04,0.0,246.91,3445.52,235.69
5636,2023-06-12,1037,2045,3010,4002,5,496.22,0.0,112.07,2481.1,1920.75
7151,2023-06-13,1066,2001,3010,4002,10,99.74,0.0,202.39,997.4,-1026.5
5471,2023-06-13,1004,2046,3021,4004,13,476.62,0.1,157.01,5576.45,3535.32
5033,2023-06-13,1013,2046,3010,4005,17,273.3,0.2,73.97,3716.88,2459.39
7369,2023-06-13,1045,2016,3003,4001,1,401.67,0.2,98.77,321.34,222.57
5138,2023-06-13,1093,2050,3018,4003,4,392.78,0.15,134.31,1335.45,798.21
7374,2023-06-13,1065,2021,3021,4002,12,414.96,0.15,294.34,4232.59,700.51
6065,2023-06-14,1039,2008,3003,4002,4,222.89,0.05,227.15,846.98,-61.62
6955,2023-06-14,1016,2003,3018,4002,3,163.49,0.05,105.43,465.95,149.66
5426,2023-06-15,1064,2028,3016,4004,1,362.91,0.0,100.91,362.91,262.0
6939,2023-06-15,1051,2011,3001,4004,19,59.1,0.1,104.3,1010.61,-971.09
5177,2023-06-15,1089,2020,3006,4002,9,310.13,0.1,289.67,2512.05,-94.98
7276,2023-06-15,1004,2030,3016,4005,4,225.11,0.05,220.81,855.42,-27.82
6908,2023-06-16,1072,2028,3016,4001,10,245.13,0.1,50.38,2206.17,1702.37
5461,2023-06-16,1077,2008,3019,4002,6,71.38,0.15,265.05,364.04,-1226.26
7456,2023-06-16,1085,2047,3006,4004,5,499.38,0.1,146.2,2247.21,1516.21
5076,2023-06-16,1062,2045,3024,4005,13,474.31,0.0,182.79,6166.03,3789.76
5764,2023-06-17,1029,2028,3013,4004,19,111.15,0.05,133.46,2006.26,-529.48
5091,2023-06-17,1100,2018,3012,4005,1,444.07,0.1,107.5,399.66,292.16
6340,2023-06-18,1033,2028,3010,4002,15,234.26,0.0,62.45,3513.9,2577.15
5301,2023-06-18,1031,2022,3003,4003,14,89.84,0.0,118.2,1257.76,-397.04
7275,2023-06-18,1097,2030,3016,4004,19,321.54,0.05,180.35,5803.8,2377.15
6011,2023-06-19,1058,2036,3014,4004,6,330.13,0.2,64.96,1584.62,1194.86
5703,2023-06-19,1040,2018,3022,4005,4,125.83,0.05,126.56,478.15,-28.09
6912,2023-06-19,1028,2029,3008,4002,5,287.96,0.05,209.84,1367.81,318.61
5202,2023-06-19,1100,2009,3022,4001,1,290.66,0.1,60.1,261.59,201.49
5294,2023-06-20,1020,2004,3005,4001,19,146.63,0.15,78.45,2368.07,877.52
7132,2023-06-20,1084,2048,3018,4005,14,130.2,0.2,273.17,1458.24,-2366.14
6229,2023-06-20,1073,2003,3007,4001,2,458.55,0.1,179.98,825.39,465.43
5760,2023-06-21,1015,2025,3016,4003,6,304.46,0.2,177.3,1461.41,397.61
7297,2023-06-22,1005,2003,3002,4003,8,354.31,0.1,298.14,2551.03,165.91
6735,2023-06-22,1045,2010,3023,4003,9,330.04,0.0,262.6,2970.36,606.96
5575,2023-06-23,1059,2008,3015,4005,2,214.36,0.1,247.82,385.85,-109.79
6247,2023-06-24,1077,2010,3005,4001,6,425.74,0.1,135.17,2299.0,1487.98
7491,2023-06-24,1027,2022,3020,4002,10,258.92,0.1,159.37,2330.28,736.58
5088,2023-06-25,1023,2024,3014,4004,13,304.28,0.0,54.51,3955.64,3247.01
7301,2023-06-25,1091,2045,3012,4004,12,447.52,0.1,50.92,4833.22,4222.18
6716,2023-06-25,1041,2019,3003,4001,6,317.71,0.1,29.8,1715.63,1536.83
7206,2023-06-26,1054,2015,3024,4005,11,237.52,0.1,261.21,2351.45,-521.86
6819,2023-06-26,1047,2034,3005,4003,3,257.15,0.05,136.42,732.88,323.62
6752,2023-06-27,1008,2018,3016,4003,18,366.08,0.1,39.46,5930.5,5220.22
5975,2023-06-27,1069,2013,3018,4004,16,355.69,0.05,56.9,5406.49,4496.09
5553,2023-06-28,1025,2035,3017,4002,6,138.83,0.05,74.02,791.33,347.21
6474,2023-06-28,1021,2042,3024,4005,17,178.38,0.1,126.04,2729.21,586.53
7225,2023-06-28,1068,2049,3024,4001,9,136.76,0.0,86.51,1230.84,452.25
6463,2023-06-28,1047,2022,3023,4003,7,367.06,0.0,22.96,2569.42,2408.7
6686,2023-06-29,1100,2020,3020,4001,12,91.35,0.2,99.7,876.96,-319.44
6046,2023-06-29,1085,2019,3011,4002,14,163.81,0.2,294.83,1834.67,-2292.95
6248,2023-06-29,1098,2046,3017,4005,5,456.31,0.1,188.8,2053.4,1109.4
7068,2023-06-29,1036,2009,3012,4004,2,101.19,0.1,288.61,182.14,-395.08
6332,2023-06-29,1058,2009,3023,4002,7,90.64,0.2,269.29,507.58,-1377.45
5808,2023-06-30,1078,2043,3006,4004,14,199.7,0.15,146.6,2376.43,324.03
5614,2023-06-30,1079,2038,3013,4001,18,208.85,0.2,289.24,3007.44,-2198.88
6757,2023-07-01,1064,2012,3013,4001,5,268.42,0.0,287.0,1342.1,-92.9
5462,2023-07-01,1043,2023,3011,4001,7,148.68,0.15,117.21,884.65,64.18
5502,2023-07-02,1090,2014,3017,4004,6,252.91,0.1,165.09,1365.71,375.17
